Comentario Original;text;Polaridad Manual;Polaridad Obtenida
Creo que tiene mucho conocimiento de la materia;cre  tien    ;positive;positive
Frecuentemente falta a clases y no nos avisa;frecuent falt    no nos avis;negative;negative
Excelente actitud frente al grupo;excelent actitud frent ;positive;positive
Realiza examenes muy dificiles pero todo lo hemos visto en la clase;realiz examen  dificil per   hem vist  ;positive;negative
La forma en la que da la clase es dificil de entender, ya que usa muchas diapositivas; form    da    dificil  entend   usa  diaposit;negative;neutral
Gran profesor a pesar de ser impuntual;   pes   impuntual;negative;negative
Su forma de explicar es incomparable ya que hace uso de herramientas de aprendizaje; form  explic  incompar   hac   herramient ;negative;positive
La maestra es muy gritona y no es adecuada al explicar;    griton  no  adecu  explic;negative;negative
Te pide demasiado al evaluar y no explica nada de lo que pide; pid   evalu  no explic     pid;negative;negative
Es muy buena por su experiencia, a pesar de estar embarazada no falta;  buen     pes   embaraz no falt;positive;negative
Es muy tranquila en la forma de explicar, es amable y siempre busca el bien del grupo;  tranquil   form  explic  amabl  siempr busc  bien ;positive;positive
La maestra es muy buena onda y tiene mucha experiencia;    buen onda  tien ;positive;positive
La maestra tiene una formación de alto grado lo que nos permite aprender más y resuelve las dudas;  tien  formacion  alto grad   nos permit aprend   resuelv ;positive;positive
El profesor tiene preferencias y es injusto;  tien preferent   injust;negative;negative
El profe se deja sobornar;   dej soborn;negative;negative
El profesor se cree superior a los demás y nos menosprecia;   cre superior   demas  nos menospreci;negative;neutral
Es impaciente y confunde a los alumnos; impacient  confund  ;negative;negative
No acepta cuando se equivoca;no acept   equivoc;negative;negative
Las clases me parecen muy pesadas y aburridas y más por las mañanas;   parec  pes  aburr     mañan;negative;negative
Por favor mejoren el sistema educativo en lo personal no me agrada; favor mejor  sistem educ   personal no  agrad;negative;positive
Me gusta cuando las clases son entretenidas; gust     entreten;positive;positive
Creo que los profesores tiene que mejorar su metodología para enseñar;cre    tien  mejor  metodolog  enseñ;negative;positive
Prefiero trabajar en la mañana y estudiar por la tarde, la escuela es complicada;prefier trabaj   mañan  estudi   tard  escuel  complic;negative;negative
Me encantan las clases en especial las de sistemas automatizados; encant    especial   sistem automatiz;positive;positive
El maestro no brinda asesorías a los alumnos;  no brind asesor  ;negative;positive
El maestro se burla del trabajo de los alumnos, no hace retroalimentación;   burl      no hac retroaliment;negative;negative
La maestra habla muy mal acerca de la universidad y del modelo EBC;  habl  mal acerc   univers   model ebc;negative;negative
No me gustan las clases donde el profesor se la pasa platicando de su vida;no  gust        pas platic   vid;negative;neutral
La maestra crítica mucho a los directivos de la carrera y habla mal de sus compañeros;  critic    direct   carrer  habl mal  ;negative;negative
La maestra llega muy tarde a clases y no revisa las tareas;  lleg  tard    no revis  tar;negative;negative
El profesor no tiene control del grupo, deja que los alumnos le contesten de mala manera;  no tien control   dej     contest  mal maner;negative;negative
Se nota que el profesor no prepara sus clases, ya que solo pierde el tiempo en cosas tontas; not    no prep      pierd     tont;negative;negative
Debería tomar clases de formación docente, sabe de la materia pero no sabe dar clases;deb    formacion      per no  dar;negative;negative
Nunca indica las rúbricas o la lista de cotejo para las exposiciones;nunc indic  rubric o  list  cotej   exposicion;negative;positive
el profesor tiene buen dominio de la clase;  tien buen domini  ;positive;positive
me gustaría que su materia abarque el ámbito profesional; gust    abarqu  ambit profesional;negative;positive
sus enfoques de la materia no son acorde a la carrera ni al ámbito profesional; enfoqu    no  acord   carrer ni  ambit profesional;negative;negative
las explicaciones no son adecuadas para la materia; explic no  adecu  ;negative;negative
el profesor es puntual al llegar a la clase;   puntual  lleg  ;positive;positive
el profesor es puntual en la entrega de cualificaciones;   puntual   entreg  cualif;positive;positive
el profesor tiene dominio de la materia;  tien domini  ;positive;positive
podría mejorar clases más dinámicas; mejor   dinam;positive;positive
el profesor no es tolerante;  no  toler;negative;neutral
el profesor no respeta hora de salida;  no respet   sal;negative;neutral
sus clases son monótonas;   monoton;negative;negative
tiene buen dominio en su materia;tien buen domini  ;positive;positive
da explicaciones con ejemplos reales;da explic   real;positive;positive
podría mejorar sus explicaciones en clase; mejor  explic ;negative;positive
el profesor no pasa lista;  no pas list;negative;neutral
sus clases son agradables;   agrad;positive;positive
el profesor tiene una buena actitud;  tien  buen actitud;positive;positive
podría relacionarse más con la carrera; relacion    carrer;negative;positive
no da material para trabajar;no da   trabaj;negative;negative
es el mejor impartiendo la materia;  mejor impart ;positive;positive
puede mejorar poniendo más enfoque a la carrera; mejor pon  enfoqu   carrer;negative;positive
tiene experiencia;tien;positive;positive
debería de estar más actualizado en la materia;deb    actualiz  ;negative;negative
la metodología que usa no es la correcta para dar clase; metodolog  usa no   correct  dar;negative;negative
falta de carácter en clase;falt  caract ;negative;negative
el profesor muestra carácter en la clase, es puntual y tiene buen dominio de su materia;  muestr caract     puntual  tien buen domini  ;positive;positive
podría ser más claro en la explicación de los temas;   clar   explic  ;negative;positive
no tiene buena presentación;no tien buen present;negative;negative
la relación que hay en el grupo no es la correcta; relacion  hay    no   correct;negative;negative
tiene un carácter temperamentales y no tiene paciencia al grupo;tien  caract temperamental  no tien pacienci ;negative;negative
tiene conocimiento de su materia;tien   ;positive;positive
buena experiencia en su carrera;buen    carrer;positive;positive
el profesor es muy impuntual;    impuntual;positive;positive
la forma en la que se impone al grupo no es la correcta; form     impon   no   correct;negative;negative
puede mejorar la forma en como da la clase; mejor  form   da ;negative;positive
falta de organización en su materia;falt  organiz  ;negative;negative
buen conocimiento en su materia;buen   ;positive;positive
podría dar clases de manera física; dar   maner fisic;negative;positive
el profesor no da enfoque en lo que realmente se ve en una empresa;  no da enfoqu    realment  ve   empres;negative;negative
tiene buen dominio del lenguaje;tien buen domini  lenguaj;positive;positive
aprender a hablar inglés;aprend  habl ingles;negative;positive
desarrollar un amplio conocimiento en configuración de redes;desarroll  ampli   configur  red;positive;neutral
algunas clases son muy tediosas;    tedi;negative;negative
no tiene control en el grupo;no tien control  ;negative;negative
amplió conocimiento del tema;ampli  ;positive;positive
clases con mucha teoría y aburridas;   teor  aburr;negative;negative
buena comunicación con los alumnos;buen comun  ;positive;positive
el profesor debería de conocer más acerca de contabilidad;  deb  conoc  acerc  contabil;negative;neutral
conoce bien los términos vistos;conoc bien  termin vist;positive;positive
tienen buen conocimiento en resolver ecuaciones; buen   resolv ecuacion;positive;positive
la maestra es estricta con la actitud;   estrict   actitud;positive;negative
la maestra debería de implementar mejor método de eseñanza;  deb  implement mejor metod  eseñ;negative;negative
la maestra toma en cuenta errores insignificantes;  tom   error insignif;negative;negative
la maestra provoca indisciplina en el grupo;  provoc indisciplin  ;negative;positive
el profesor debería de ser más comprensivo, tolerantes y buena persona;  deb    comprens toler  buen;negative;positive
clases más didácticas para cada tema;  didact  ;negative;positive
el material del profesor no es el adecuado;    no   adecu;negative;negative
el maestro usa bastantes presentaciónes;  usa bastant presentacion;negative;positive
debería de ser más comprensible, puntual y responsable;deb    comprens puntual  respons;negative;negative
deberia de dar sus clases con menos teoría; teor;negative;positive
explica las clases siguiendo cada uno de los pasos;explic   sigu     pas;positive;positive
sus clases son muy dinamicas;    dinam;positive;positive
la materia que imparte me llama la atención;   impart  llam  atencion;positive;positive
no tengo comentario para la maestra;no    ;neutral;negative
es una excelente persona nos apoya en todo momento;excelent;positive;positive
ningún comentario para esta materia;ningun   ;neutral;positive
es buena maestra a la hora de explicar los temas vistos en clase; buen      explic   vist ;positive;positive
es buena maestra resolviendo dudas; buen  resolv;positive;positive
podemos contar con ella para asesorías cuando no tenemos su clase; cont    asesor  no  ;positive;positive
siempre esta cuando tengo problemas en su materia;siempr      ;positive;positive
sabe explicar todos los temas; explic  ;positive;positive
tienen bastante conocimiento en general;    general;positive;positive
la clase que imparte me dan igual;   impart  dan igual;neutral;positive
me gustaría tomar otra vez clase con el; gust   vez  ;positive;positive
su nivel de conocimientos es excelente; nivel deconoc  excelent;positive;positive
no tengo comentario para la maestra;no    ;neutral;negative
en su clase perdemos mucho tiempo;   perd ;negative;negative
nos deja trabajos muy extensos;nos dej trabaj  extens;negative;negative
sus exámenes no son lo visto en clase; examen no   vist ;negative;negative
es un buen profesor me agrada su materia;  buen   agrad ;positive;positive
no asiste a clases y es anticuado y mala onda;no asist     anticu  mal onda;negative;negative
sólo deja trabajos para hacerlos en línea; dej trabaj  hac  line;negative;negative
sin comentarios en esta materia;   ;neutral;positive
no sabe explicar los temas;no  explic ;negative;negative
no nos da material para las clases;no nos da   ;negative;negative
sus exámenes son muy extensos; examen   extens;negative;positive
no nos dio las ponderaciones de la materia;no nos dio  ponder  ;negative;negative
no me gusta su clase;no  gust ;negative;neutral
no me llama la atención entrar a su clase es muy teórica;no  llam  atencion entrar      teoric;negative;negative
no tengo comentario para el profesor;no    ;neutral;negative
Tiene mucha disposición para dar clases;tien  disposicion  dar;positive;positive
Podría hacer la clase más dinámica;    ;negative;positive
La clase es muy teórica;    teoric;negative;positive
La maestra siempre esta cuando la necesito;  siempr    necesit;positive;negative
Se nota que tiene conocimientos del tema; not  tieneconoc ;positive;positive
Nunca trae material para trabajar;nunc tra   trabaj;negative;neutral
